,Birthplace,DOB,Name,credits,wins,age
1451,"Cremona, Lombardy, Italy",1922-3-23,Ugo Tognazzi,149.0,"Nominated for
        1
        Golden Globe.",93.6700889802
1452,"Brunoy, Essonne, France",1928-1-24,Michel Serrault,158.0,7 wins & 7 nominations.,87.8302532512
1453,"Hackney, London, England, UK",1957-2-19,Ray Winstone,128.0,"Nominated for
        2
        BAFTA Film Awards.",58.7570157426
1454,"Blackburn, Lancashire, England, UK",1942-9-29,Ian McShane,129.0,"Won
        1
        Golden Globe.",73.1498973306
1455,"Waxahachie, Texas, USA",1936-12-23,Frederic Forrest,83.0,"Nominated for
        1
        Oscar.",78.9158110883
1456,"Midland, Texas, USA",1898-9-10,Bessie Love,148.0,"Nominated for
        1
        Oscar.",117.199178645
1457,"Flushing, New York, USA",1910-8-4,Anita Page,40.0,1 win.,105.303216975
1458,"New York City, New York, USA",1889-10-31,Charles King,9.0,0,126.058863792
1459,"Rossendale Valley, Lancashire, England, UK",1964-1-18,Jane Horrocks,94.0,"Nominated for
        1
        Golden Globe.",51.8466803559
1460,"San Francisco, California, USA",1967-10-4,Liev Schreiber,70.0,"Nominated for
        3
        Golden Globes.",48.1368925394
1461,"Aberdeen, Aberdeenshire, Scotland, UK",1917-5-18,James Donald,57.0,"Nominated for
        1
        Primetime Emmy.",98.5160848734
1462,"London, England, UK",1963-8-5,Mark Strong,89.0,3 wins & 9 nominations.,52.3011635866
1463,"New Jersey, USA",1994-8-17,Taissa Farmiga,12.0,0,21.2676249144
1464,"Dundee, Scotland, UK",1946-6-1,Brian Cox,204.0,"Nominated for
        1
        Golden Globe.",69.4784394251
1465,"Racine, Wisconsin, USA",1911-6-3,Ellen Corby,258.0,"Nominated for
        1
        Oscar.",104.473648186
1466,"Tel Aviv, Palestine [now Israel]",1935-9-9,Topol,25.0,"Nominated for
        1
        Oscar.",80.205338809
1467,"New York, USA",1928-11-10,Norma Crane,67.0,0,87.0335386721
1468,"Brooklyn, New York, USA",1938-9-4,Leonard Frey,33.0,"Nominated for
        1
        Oscar.",77.2183436003
1469,"London, England, UK",1982-5-3,Rebecca Hall,33.0,"Nominated for
        1
        Golden Globe.",33.5578370979
1470,"St. Louis, Missouri, USA",1971-3-10,Jon Hamm,66.0,"Won
        1
        Golden Globe.",44.7063655031
1471,"New York City, New York, USA",1972-1-11,Amanda Peet,64.0,2 wins & 7 nominations.,43.8658453114
1472,"Tunbridge Wells, Kent, England, UK",1886-12-10,Victor McLaglen,123.0,"Won
        1
        Oscar.",128.950034223
1473,"Pitman, New Jersey, USA",1900-8-24,Preston Foster,117.0,"Nominated for
        1
        Primetime Emmy.",115.247091034
1474,"Barnet, Hertfordshire, England, UK",1943-1-18,Paul Freeman,125.0,1 win & 1 nomination.,72.8459958932
1475,"Evanston, Illinois, USA",1961-7-18,Elizabeth McGovern,64.0,"Nominated for
        1
        Oscar.",54.3490759754
1476,"Philadelphia, Pennsylvania, USA",1906-10-6,Janet Gaynor,68.0,"Won
        1
        Oscar.",109.130732375
1477,"Onset Bay, Massachusetts, USA",1900-8-9,Charles Farrell,53.0,2 wins.,115.288158795
1478,"Washington, District of Columbia, USA",1943-7-21,Edward Herrmann,131.0,"Won
        1
        Primetime Emmy.",72.3422313484
1479,"Paris, France",1911-1-5,Jean-Pierre Aumont,159.0,1 win.,104.881587953
1480,"Isleton, California, USA",1932-6-28,Pat Morita,174.0,"Nominated for
        1
        Oscar.",83.4031485284
1481,"Lamma Island, Hong Kong",1955-5-18,Yun-Fat Chow,112.0,9 wins & 23 nominations.,60.5174537988
1482,"Ipoh, Perak, Malaysia",1962-8-6,Michelle Yeoh,44.0,"Nominated for
        1
        BAFTA Film Award.",53.2977412731
1483,"Beijing, China",1979-2-9,Ziyi Zhang,33.0,"Nominated for
        1
        Golden Globe.",36.7857631759
1484,"Chiba, Japan",1920-6-13,Eiji Okada,103.0,0,95.4442162902
1485,"Suginami, Tokyo, Japan",1930-4-29,Kyôko Kishida,119.0,3 wins.,85.568788501
1486,"Philadelphia, Pennsylvania, USA",1948-9-1,James Rebhorn,126.0,1 nomination.,67.2251882272
1487,"Kenosha, Wisconsin, USA",1915-5-6,Orson Welles,123.0,"Won
        1
        Oscar.",100.550308008
1488,"Los Angeles, California, USA",1913-8-24,Dorothy Comingore,28.0,0,102.247775496
1489,"Houston, Texas, USA",1981-9-4,Beyoncé Knowles,14.0,"Nominated for
        3
        Golden Globes.",34.2176591376
1490,"Springfield, Massachusetts, USA",1912-11-21,Eleanor Powell,15.0,1 win.,103.003422313
1491,"Calcutta, Bengal Presidency, British India",1946-10-15,Victor Banerjee,72.0,"Nominated for
        1
        BAFTA Film Award.",69.106091718
1492,"Croydon, Surrey, England, UK",1907-12-22,Peggy Ashcroft,37.0,"Won
        1
        Oscar.",107.920602327
1493,"Beijing, China",1963-4-26,Jet Li,45.0,4 wins & 14 nominations.,52.5776865161
1494,"Pasadena, California, USA",1954-11-19,Kathleen Quinlan,97.0,"Nominated for
        1
        Oscar.",61.0102669405
1495,"Norfolk, Virginia, USA",1909-5-16,Margaret Sullavan,22.0,"Nominated for
        1
        Oscar.",106.521560575
1496,"New York City, New York, USA",1944-2-13,Stockard Channing,88.0,"Nominated for
        1
        Oscar.",71.7754962355
1497,"Mount Vernon, New York, USA",1918-11-4,Art Carney,101.0,"Won
        1
        Oscar.",97.0513347023
1498,"San Francisco, California, USA",1933-11-24,René Enríquez,50.0,0,81.9958932238
1499,"Brooklyn, New York City, New York, USA",1939-4-13,Paul Sorvino,153.0,8 wins & 3 nominations.,76.6132785763
1500,"Dunfermline, Fife, Scotland, UK",1926-1-17,Moira Shearer,7.0,0,89.8480492813
1501,"New Haven, Connecticut, USA",1967-6-6,Paul Giamatti,98.0,"Nominated for
        1
        Oscar.",48.4654346338
1502,"Yolo, California, USA",1960-6-17,Thomas Haden Church,61.0,"Nominated for
        1
        Oscar.",55.4332648871
1503,"Chicago, Illinois, USA",1961-9-11,Virginia Madsen,111.0,"Nominated for
        1
        Oscar.",54.1984941821
1504,"Glasgow, Scotland, UK",1923-12-19,Gordon Jackson,132.0,"Won
        1
        Primetime Emmy.",91.9288158795
1505,"Hendrysburg, Ohio, USA",1895-6-5,William Boyd,142.0,2 wins.,120.465434634
1506,"Norfolk, Virginia, USA",1973-7-3,Patrick Wilson,43.0,"Nominated for
        1
        Golden Globe.",42.3901437372
1507,"Hammersmith, London, England, UK",1946-2-21,Alan Rickman,68.0,"Won
        1
        Golden Globe.",69.7522245038
1508,"Whitewater, Wisconsin, USA",1953-12-6,Tom Hulce,30.0,"Nominated for
        1
        Oscar.",61.9630390144
1509,"Westchester, New York, USA",1962-5-2,Elizabeth Berridge,27.0,0,53.5605749487
1510,"Bristol, England, UK",1956-8-20,Simon Shepherd,54.0,0,59.2580424367
1511,"Nottingham, Nottinghamshire, England, UK",1944-10-4,Martin Potter,27.0,1 nomination.,71.1348391513
1512,"Moody Field, Georgia, USA",1944-5-3,Hiram Keller,16.0,0,71.5564681725
1513,"Red Hook, Brooklyn, New York City, New York, USA",1915-12-7,Eli Wallach,169.0,"Nominated for
        1
        Golden Globe.",99.961670089
1514,"New York City, New York, USA",1915-1-9,Anita Louise,88.0,1 win.,100.87063655
1515,"Kansas City, Missouri, USA",1911-3-3,Jean Harlow,43.0,1 win.,104.725530459
1516,"Maringá, Paraná, Brazil",1950-6-8,Sonia Braga,80.0,"Nominated for
        3
        Golden Globes.",65.4592744695
1517,"Prague, Bohemia, Austria-Hungary [now Czech Republic]",1917-9-11,Herbert Lom,113.0,1 nomination.,98.1984941821
1518,"Beverly Hills, California, USA",1945-1-28,Karen Lynn Gorney,36.0,0,70.81724846
1519,"Conyers, Georgia, USA",1994-2-23,Dakota Fanning,56.0,17 wins & 25 nominations.,21.7467488022
1520,"Gothenburg, Västra Götalands län, Sweden",1951-6-13,Stellan Skarsgård,130.0,9 wins & 14 nominations.,64.4462696783
1521,"Westminster, London, England, UK",1961-5-15,Katrin Cartlidge,36.0,3 wins & 3 nominations.,54.5242984257
1522,"Providence, Rhode Island, USA",1901-6-29,Nelson Eddy,22.0,3 wins.,114.40109514
1523,"Brooklyn, New York City, New York, USA",1922-11-14,Veronica Lake,38.0,1 win.,93.0239561944
1524,"Monsummano Terme, Tuscany, Italy",1921-10-13,Yves Montand,60.0,"Nominated for
        1
        Primetime Emmy.",94.1108829569
1525,"Ft. Lauderdale, Florida, USA",1956-5-10,Paige O'Hara,16.0,2 nominations.,59.537303217
1526,"Dallas, Texas, USA",1956-1-21,Robby Benson,70.0,"Nominated for
        2
        Golden Globes.",59.8384668036
1527,"Bogotá, Colombia",1981-4-19,Catalina Sandino Moreno,28.0,"Nominated for
        1
        Oscar.",34.5954825462
1528,"Alton, Illinois, USA",1919-11-13,Mary Beth Hughes,100.0,0,96.0273785079
1529,"Santa Monica, California, USA",1910-7-4,Gloria Stuart,79.0,"Nominated for
        1
        Oscar.",105.388090349
1530,"Virginia, Minnesota, USA",1979-6-21,Chris Pratt,43.0,8 wins & 21 nominations.,36.424366872
1531,"Naponee, Nebraska, USA",1931-3-27,David Janssen,99.0,"Won
        1
        Golden Globe.",84.6598220397
1532,"Springfield, Massachusetts, USA",1974-11-18,Chloë Sevigny,61.0,"Nominated for
        1
        Oscar.",41.0130047912
1533,"Paris, France",1966-11-17,Sophie Marceau,43.0,8 wins & 2 nominations.,49.015742642
1534,"Cincinnati, Ohio, USA",1914-12-28,Lee Bowman,71.0,0,100.90349076
1535,"Chicago, Illinois, USA",1917-10-17,Marsha Hunt,115.0,3 wins.,98.0999315537
1536,"Pola, Istria, Italy [now Pula, Istria, Croatia]",1921-5-31,Alida Valli,137.0,"Nominated for
        1
        Golden Globe.",94.4804928131
1537,"St. Louis, Missouri, USA",1954-6-17,Mark Linn-Baker,38.0,0,61.4346338125
1538,"Chicago, Illinois, USA",1949-10-10,Jessica Harper,41.0,1 win & 1 nomination.,66.1190965092
1539,"Philadelphia, Pennsylvania, USA",1945-1-9,John Doman,83.0,0,70.8692676249
1540,"Edinburgh, Scotland, UK",1930-8-25,Sean Connery,93.0,"Won
        1
        Oscar.",85.2457221081
1541,"Mount Vernon, New York, USA",1955-4-24,Michael O'Keefe,99.0,"Nominated for
        1
        Oscar.",60.5831622177
1542,"Flushing, Queens, New York City, New York, USA",1971-10-26,Rosemarie DeWitt,40.0,8 wins & 17 nominations.,44.076659822
1543,"Los Angeles, California, USA",1923-11-28,Gloria Grahame,64.0,"Won
        1
        Oscar.",91.9863107461
1544,"Louisville, Kentucky, USA",1937-7-6,Ned Beatty,164.0,"Nominated for
        1
        Oscar.",78.3819301848
1545,"New York City, New York, USA",1940-6-1,Rene Auberjonois,213.0,"Nominated for
        2
        Primetime Emmys.",75.4770704997
1546,"Islington, London, England, UK",1997-4-1,Asa Butterfield,14.0,4 wins & 14 nominations.,18.6447638604
1547,"Atlanta, Georgia, USA",1997-2-10,Chloë Grace Moretz,57.0,24 wins & 38 nominations.,18.7816563997
1548,"Belgravia, London, England, UK",1922-5-27,Christopher Lee,278.0,22 wins & 8 nominations.,93.492128679
1549,"Dallastown, Pennsylvania, USA",1918-11-4,Cameron Mitchell,241.0,1 win.,97.0513347023
1550,"New York City, New York, USA",1899-11-29,Genevieve Tobin,41.0,1 win.,115.980835044
1551,"Philadelphia, Pennsylvania, USA",1898-8-19,Eleanor Boardman,32.0,1 win.,117.259411362
1552,"New York City, New York, USA",1901-2-9,James Murray,37.0,0,114.784394251
1553,"Barry, Wales, UK",1906-6-25,Roger Livesey,66.0,1 win.,109.412731006
1554,"Los Mochis, Sinaloa, Mexico",1964-3-3,Laura Harring,60.0,2 wins & 1 nomination.,51.7234770705
1555,"Washington, District of Columbia, USA",1971-8-10,Justin Theroux,45.0,1 nomination.,44.2874743326
1556,"Hammersmith, London, England, UK",1944-3-1,Roger Daltrey,56.0,"Nominated for
        1
        Golden Globe.",71.7289527721
1557,"Fairfax, Virginia, USA",1985-6-28,Rae'Ven Larrymore Kelly,42.0,4 wins & 5 nominations.,30.4038329911
